No. ,Year,Patent Issue Date,Patent Application Publication Date,Publication No.,Inventors,Assignee,Technology Areas,Patent #/ Application #,Patent Subject,Filing Date,Start up or established: less than 10 yrs old (start up),"Type of Firm ( publicly traded, privately owned, educational)",Firm's Services,Assignee-Firm HQ/ Inventor*,Assignee State,"Assignee's Country of Origin - (if no assignee, inventors' home in parentheses)",Abstract,Innovation of the search term/category,Innovation around the application of the search term/category,Link," Number of Citations (""referenced by others"")",Number of Citations on application,DOE-Funding,Cross-Reference: continuations; related applications,Found in Patent/Application Search,Initial Search term; only patents issued between 1/1/2005 and July 2012,Patent Type,Appeared in Google Search Google,PTO Search  Terms,Appeared in PTO Search,Category A - At the outset of the search is that items in this category were expected to emerge in the search results for the search terms,Category B- Search results for specifc terms actually relate to another part of the balance of systems. ,Firm Web site,NOTES,Solar Inverter,Solar Mounting/Rack,Solar Monitoring,Solar Site Assessment,Solar Finance/ Business Model,Miscellaneous
22,2008,5-Aug-08,24-Nov-05,US 2005/0257453 A1,"Barry Cinnamon, Emanual Edward Levy","Andalay Solar, Inc.",Solar Mounting/Rack,7406800,Mounting system for a solar panel,18-May-04,Established,Publicly Traded,Integrated Solar PV maker ,"Saratoga, CA",USA,USA,"An integrated module frame and racking system for a solar panel is disclosed. The solar panel comprises a plurality of solar modules and a plurality of splices for coupling the plurality of solar modules together. The plurality of splices provide a way to make the connected modules mechanically rigid both during transport to the roof and after mounting for the lifetime of the system, provide wiring connections between modules, provide an electrical grounding path for the modules, provide a way to add modules to the panel, and provide a way to remove or change a defective module. Connector sockets are provided on the sides of the modules to simplify the electrical assembly of modules when the modules are connected together with splices.",Mounting system for PV modules that is integrated,,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=28&f=G&l=50&d=PTXT&s1=mounting.TI.&s2=solar.TI.&co1=AND&p=1&OS=TTL/mounting+AND+TTL/solar&RS=TTL/mounting+AND+TTL/solar,18,6,,,Patent Search,"""Mounting"" (title) and ""Solar"" (Title)",Utility,,,Yes,TRUE,,,"Subsidiary of Akeena Solar, later acquired by Westinghouse Solar",FALSE,TRUE,FALSE,,,
23,2008,16-Dec-08,,US 2008/0308141 A1,"Michael Andrew de Rooij, Robert Louis Steigerwald, Eladio Clemente Delgado",General Electric Company,Solar Inverter; Solar Monitoring,7465872,Photovoltaic power converter system with a controller configured to actively compensate load harmonics ,15-Dec-03,Established ,Publicly Traded,Renewable energy systems,"Niskayuna, NY",NY,USA,Photovoltaic power converter system including a controller configured to reduce load harmonics is provided. The system comprises a photovoltaic array and an inverter electrically coupled to the array to generate an output current for energizing a load connected to the inverter and to a mains grid supply voltage. The system further comprises a controller including a first circuit coupled to receive a load current to measure a harmonic current in the load current. The controller includes a second circuit to generate a fundamental reference drawn by the load. The controller further includes a third circuit for combining the measured harmonic current and the fundamental reference to generate a command output signal for generating the output current for energizing the load connected to the inverter. The photovoltaic system may be configured to compensate harmonic currents that may be drawn by the load.,Inverter is attached to PV module in order to manage loads and AC currents;   ,,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=119&f=G&l=50&d=PTXT&s1=%28inverter.CLTX.+or+inverter.DCTX.%29&s2=%28photovoltaic.CLTX.+or+photovoltaic.DCTX.%29&co1=AND&p=3&OS=ACLM/inverter+AND+ACLM/,0,0,,,Patent Search,"""Inverter (claims) Photovoltaic (claims)""",Utility,,,Yes,TRUE,,,,TRUE,FALSE,TRUE,,,
24,2008,19-Aug-08,20-Sep-07,US 2007/0217239 A1,"Dieter Röttger, Thomas Vogel",Kostal Industrie Elektrik GmbH,Solar Inverter,7414870,Inverter,17-May-07,Established ,,Solar module parts manufacturer,Ludenscheid,,Germany,"An inverter includes an intermediate circuit, inverter bridge branches downstream of the intermediate circuit for outputting a power signal, and a controller operable for individually turning on and off the inverter bridge branches. The controller may individually turn on and off the inverter bridge branches as a function of an electrical quantity. The electrical quantity may be indicative of a voltage or a change in voltage occurring in the intermediate circuit during operation of the inverter. The electrical quantity may be indicative of the output power signal. The inverter bridge branches may include three inverter bridge branches.",Inverter multi-phase; high efficiency,,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=122&f=G&l=50&d=PTXT&s1=%28inverter.CLTX.+or+inverter.DCTX.%29&s2=%28photovoltaic.CLTX.+or+photovoltaic.DCTX.%29&co1=AND&p=3&OS=ACLM/inverter+AND+ACLM/,6,1,,63 Continuation of application No PCT EP2006 001736 filed on Feb 24 2006 ,Patent Search,"""Inverter"" (claims) ""Photovoltaic"" (claims)",Utility,,,Yes,TRUE,,,,TRUE,FALSE,FALSE,,,
25,2008,8-Jul-08,9-Nov-06,US 2006/0250760 A1,Bill Taylor,"PV Powered, Inc.",Solar Inverter,7397653,Inverter design ,7-Apr-06,Start-up,Privately owned,Inverter design and manufacturer,"Bend, OR",OR,USA,"An inverter component layout and mounting bracket are disclosed which allow for electrical components, or the inverter as a whole to be replaced easily in the field. The disclosed mounting bracket and component layout also improve the heat rejection properties of the inverter.",Inverter design,,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=125&f=G&l=50&d=PTXT&s1=%28inverter.CLTX.+or+inverter.DCTX.%29&s2=%28photovoltaic.CLTX.+or+photovoltaic.DCTX.%29&co1=AND&p=3&OS=ACLM/inverter+AND+ACLM/,8,0,,"60 Provisional application No 60 669,487 filed on Apr 7 2005 ",Patent Search,"""Inverter"" (claims) ""Photovoltaic"" (claims)",Utility,, Inverter (claims) Photovoltaic (claims),Yes,TRUE,,http://solarenergy.advanced-energy.com/,Acquired by AE in 2010,TRUE,FALSE,FALSE,,,
26,2008,7-Oct-08,9-Nov-06,US 2006/0250024 A1,Bill Taylor,"PV Powered, Inc.",Solar Inverter,7432618,Inverter Anti-Islanding Method,7-Apr-06,Start-up,Privately owned,Inverter design and manufacturer,Bend OR,OR,USA,A method for detecting and interrupting an electrically islanded condition for a grid connected current source inverter is disclosed in which: A line voltage frequency is monitored at a cycle or sub cycle resolution. Current output from the inverter is periodically phase shifted. If voltage is observed to follow the phase shift of the current output an islanding error signal is generated causing the inverter to stop injecting power onto the line.,Inverter Efficiency and Grid connectivity; ,,http://www.google.com/patents?id=gzCuAAAAEBAJ&zoom=4&dq=%22solar%20inverter%22&pg=PA1#v=onepage&q=%22solar%20inverter%22&f=false,13,1,,"[0001] This application claims priority under 35 U.S.C. .sctn.119(e) to U.S. Provisional Patent Application No. 60/669,487 which was filed on Apr. 7, 2005, incorporated herein by reference. Co-pending patent application Ser. No. 11/187,059 is also incorporated herein by reference.",Patent Search,"""solar inverter""",Utility,, Inverter (claims) Photovoltaic (claims),Yes,TRUE,,http://solarenergy.advanced-energy.com/,Acquired by AE in 2011,TRUE,FALSE,FALSE,,,
27,2008,7-Oct-08,19-Apr-07,US 2007/0084498 A1,"Bill Taylor, Brian Hoffman","PV Powered, Inc.",Solar Inverter,7433215,Inverter startup algorithm ,13-Oct-06,Start-up,Privately owned,Inverter design and manufacturer,"Bend, OR",OR,USA,A method for the startup of a solar power three-phase inverter in which a waiting period is increased between successive attempts to start the inverter. This method allows the inverter to start up in a reasonable amount of time while avoiding excessive cycling during prolonged periods of low light.,Inverter efficiency,,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=120&f=G&l=50&d=PTXT&s1=%28inverter.CLTX.+or+inverter.DCTX.%29&s2=%28photovoltaic.CLTX.+or+photovoltaic.DCTX.%29&co1=AND&p=3&OS=ACLM/inverter+AND+ACLM/,4,0,,"Related to patent:  7502241  This application is a Continuation In Part of co-pending U.S. patent application Ser. No. 11/400,761 which was filed on Apr. 7, 2006 and which claimed priority under 35 U.S.C. .sctn. 119(e) to U.S. Provisional Patent Application No. 60/669,487 which was filed on Apr. 7, 2005. Co-pending patent application Ser. Nos. 11/187,059 11/400,720, 11/400,776, 11/400,786, 11/400,775, and 11/400,716 are also incorporated herein by reference.",Patent Search,"""Inverter"" (claims) ""Photovoltaic"" (claims)",Utility,,,Yes,TRUE,,http://solarenergy.advanced-energy.com/,Acquired by AE in 2012,TRUE,FALSE,FALSE,,,
28,2008,11-Mar-08,1-Nov-07,US 2007/0251567 A1  ,Joshua Reed Plaisted,"PVT Solar, Inc.",Solar Mounting/Rack,7900407,Interconnected solar module design and system,18-May-07,Start-up,Privately owned,Thermal Solar Products,Berkley CA,CA,USA,A frame assembly is provided for a solar module. The frame assembly includes a plurality of frame members that are structured to collectively support and hold a first solar panel. At least one of the plurality of frame members is structured to adjoin a frame member of a second solar module in forming a joining with the frame member of the second solar module over a length where the frame member of the first and second solar module adjoin.,System for connecting solar modules,,http://www.google.com/patents?id=DxEuAQAAEBAJ&zoom=4&dq=Solar%20Racking&pg=PA1#v=onepage&q=Solar%20Racking&f=false,0,6,,"Continuation in part of application No 11 332,000 filed on Jan 13 2006 which is a continuation in part of application No 10 855,254 filed on May 26 2004 Provisional application No 60 747,593 filed on May 18 2006 provisional application No 60 824,744 filed on Sep 6 2006 provisional application No 60 643,619 filed on Jan 13 2005 provisional application No 60 544,753 filed on Feb 13 2004 ",Patent Search,"""solar rack!""",Utility,Yes,,,TRUE,,,,FALSE,TRUE,FALSE,,,
29,2008,14-Oct-08,2-Jun-05,US 2005/0115176 A1,Miles Clayton Russell,"Schott Solar, Inc.",Solar Mounting/Rack  ,7435897,Apparatus and method for mounting photovoltaic power generating systems on buildings ,12-Sep-02,Established ,Privately owned,Solar Cell Producer ,"Billerica, MA",MA,USA,"Rectangular PV modules (6) are mounted on a building roof (4) by mounting stands that are distributed in rows and columns. Each stand comprises a base plate (10) that rests on the building roof (4) and first and second brackets (12, 14) of different height attached to opposite ends of the base plate (10). Each bracket (12, 14) has dual members for supporting two different PV modules (6), and each PV module (6) has a mounting pin (84) adjacent to each of its four corners. Each module (6) is supported by attachment of two of its mounting pins (84) to different first brackets (12), whereby the modules (6) and their supporting stands are able to resist uplift forces resulting from high velocity winds without the base plates (10) being physically attached to the supporting roof structure (4). Preferably the second brackets (14) have a telescoping construction that permits their effective height to vary from less than to substantially the same as that of the first brackets (12).",Mounting system that lines up PV modules in various arrangements on building roofs,,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=98&f=G&l=50&d=PTXT&s1=%28mounting.CLTX.+or+mounting.DCTX.%29&s2=%28photovoltaic.CLTX.+or+photovoltaic.DCTX.%29&co1=AND&p=2&OS=ACLM/mounting+AND+ACLM/p,10,4,,"This application claims the benefit of the filing date of U.S. Provisional Application Ser. No. 60/371,576, filed 11 Apr. 2002 by Miles C. Russell for ""Corner-Jack Photovoltaic Mounting System"". Related to patent: 7574842",Patent Search,"""Mounting"" (claims) and ""Photovoltaic"" (claims)",Utility,,,Yes,TRUE,,,,FALSE,TRUE,FALSE,,,
30,2008,12-Aug-08,29-Dec-05,US 2005/0286281 A1,"Matthais Victor, Frank Greizer, Sven Bremicker, Uwe Hübler",SMA Solar Technology AG,Solar Inverter,7411802,"Method of converting a direct current voltage from a source of direct current voltage, more specifically from a photovoltaic source of direct current voltage, into a alternating current voltage ",16-Jun-05,Established ,Publicly Traded,Inverter manufacturer,Niestetal,,Germany,"An inverter is devised to avoid high-frequency voltages at input terminals and to allow good efficiency thanks to its simple and cost-optimized circuit layout. This is achieved by a method of converting a direct current voltage, more specifically from a photovoltaic source of direct current voltage, into an alternating current voltage at a frequency through a bridge circuit comprising switching elements (V1-V 4) and free-wheeling elements (D1-D4), said switching elements (V1-V4) being on the one side gated at the frequency and on the other side clocked at a high clock rate, a direct current voltage circuit, an alternating current voltage circuit and a plurality of free-wheeling phases being provided. It is provided that, during the free-wheeling phases, the alternating current voltage circuit is decoupled from the direct current voltage circuit by means of a switching element disposed in the direct current voltage circuit, a free-wheeling current flowing through one of the free-wheeling elements (D1) in the bridge circuit when in the decoupled state.",Inverter circuit layout aimed at efficiency,,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=123&f=G&l=50&d=PTXT&s1=%28inverter.CLTX.+or+inverter.DCTX.%29&s2=%28photovoltaic.CLTX.+or+photovoltaic.DCTX.%29&co1=AND&p=3&OS=ACLM/inverter+AND+ACLM/,5,2,,,Patent Search,"""Inverter"" (claims) ""Photovoltaic"" (claims)",Utility,,,Yes,TRUE,,http://www.sma.de/en/company/about-sma.html,,TRUE,FALSE,FALSE,,,
31,2008,4-Mar-08,13-Apr-06,US 2006/0077599 A1,"Joachim Laschinksi, Stefan Buchhold",SMA Solar Technology AG,Solar Inverter,7338311,Protective device for a load current carrying apparatus ,31-Oct-05,Established ,Publicly Traded,Inverter manufacturer,Niestetal,,Germany,"The object of the invention is a protective device for a load carrying apparatus for preventing or reducing an electric arc during separation of the load current carrying plug connectors (2) using a switch (7) that reduces the load current to such an extent that the load current that remains is harmless, with a protective cover (5) for the load current plug connectors (2), said cover being securable to the apparatus and making it more difficult to remove the load current plug connectors (2) as long as it is secured to the apparatus, said protective cover (5) comprising a means that is operably connected to the switch in such a manner that the load current is reduced by the switch (7) when the protective cover is removed from the apparatus, said protective cover (5) comprising electrical contacts (10) for an electrical means and for electrical connection to additional contacts on the apparatus so that the contacts (10) of the protective cover (5) are separated from the additional contacts (11) and the load current is reduced when the protective cover is being removed.",Inverter invention to manage electrical load,,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=129&f=G&l=50&d=PTXT&s1=%28inverter.CLTX.+or+inverter.DCTX.%29&s2=%28photovoltaic.CLTX.+or+photovoltaic.DCTX.%29&co1=AND&p=3&OS=ACLM/inverter+AND+ACLM/,5,1,,,Patent Search,"""Inverter"" (claims) ""Photovoltaic"" (claims)",Utility,,,Yes,TRUE,,http://www.sma.de/en/company/about-sma.html,,TRUE,FALSE,FALSE,,,
