No. ,Year,Patent Issue Date,Patent Application Publication Date,Publication No.,Inventors,Assignee,Technology Areas,Patent #/ Application #,Classification Numbers,Patent Subject,Filing Date,Start up or established: less than 10 yrs old (start up),"Type of Firm ( publicly traded, privately owned, educational)",Firm's Services,Assignee-Firm HQ/ Inventor*,Assignee State,"Assignee's Country of Origin - (if no assignee, inventors' home in parentheses)",Abstract,Innovation of the search term/category,Innovation around the application of the search term/category,Link," Number of Citations Granted Patent (""referenced by others"")",Number of Citations on application,DOE-Funding,Cross-Reference: continuations; related applications,Found in Patent/Application Search,Initial Search term; only patents issued between 1/1/2005 and July 2012,Patent Type,Appeared in Google Search Google,PTO Search  Terms,Appeared in PTO Search,Category A - At the outset of the search is that items in this category were expected to emerge in the search results for the search terms,Category B- Search results for specifc terms actually relate to another part of the balance of systems. ,Firm Web site,NOTES,Solar Inverter,Solar Mounting/Rack,Solar Monitoring,Solar Site Assessment,SUBGROUP Inverter-Monitoring,Miscellaneous,Filing Year,Filing Date
227,2010,2011,3 Nov 11,US 2011/0265860 A1,"John Ciasulli, Jason Jones",,Solar Mounting/Rack; ,12/772756,5/3/2010,METHODS AND APPARATUSES TO SUPPORT PHOTOVOLTAIC MODULES,3 May 10,,,Semiconductor maker,"(San Francisco, CA)",CA,USA,"Methods and apparatuses to support photovoltaic (""PV"") modules are described. A saddle bracket has a mounting surface to support one or more PV modules over a tube, a gusset coupled to the mounting surface, and a mounting feature coupled to the gusset to couple to the tube. A grounding washer has a first portion to couple to a support; and a second portion coupled to the first portion to provide a ground path to a PV module. A PV system has a saddle bracket; a PV module over the saddle bracket; and a grounding washer coupled to the saddle bracket and the PV module. Saddle brackets can be coupled to a torque tube at predetermined locations. PV modules can be coupled to the saddle brackets.",Bracket mounts for PV panels,,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110265860%22.PGNR.&OS=DN/20110265860&RS=DN/20110265860,0,0,,,Application ,"""Mounting""(claims) and ""photovoltaic"" (claims)",Utility,,,Yes,TRUE,,,,FALSE,TRUE,FALSE,,,,2010,
206,2010,2011,19 May 11,US 2011/0114153 A1,"Charles Almy, Stephen Barsun, Reuben Sandler, Brian Wares, Elizabeth Wayman",SunPower Corporation,Solar Mounting/Rack,"12/776,185",5/7/2010,PHOTOVOLTAIC SOLAR COLLECTION AND TRACKING SYSTEM,7 May 10,Established ,Publicly Traded,,"San Jose, CA",USA,USA,"A photovoltaic sun tracking system including a photovoltaic assembly, a first mounting structure, and a second mounting structure. The photovoltaic assembly includes at least one PV cell maintained by framework defining a PV plane. The first and second mounting structures are mounted to a support surface and rotatably maintain the framework at first and second pivot points, respectively, to establish a tracking axis passing through the pivot points. The tracking axis is non-parallel with the PV plane. The photovoltaic assembly can be rocked along the tracking axis to follow motion of the sun relative to the earth. One or both of the mounting structures can be relatively small, and the off-parallel tracking axis promotes increased efficiency over the course of a year.",,Ground-mounted solar systems with tracking,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110114153%22.PGNR.&OS=DN/20110114153&RS=DN/20110114153,,,[0002] This invention was made with Government support under Contract No. DE-FC36-07G017043 awarded by the United States Department of Energy. The Government has certain rights in this invention.,"[0001] This application claims priority under 35 U.S.C. .sctn.119(e)(1) to U.S. Provisional Patent Application Serial No. 61/176,669, filed May 8, 2009, entitled ""Photovoltaic Solar Collection and Tracking System"", and bearing Attorney Docket No. S0141/S812.107.101; and the entire teachings of which are incorporated herein by reference.",Application ,"""Mounting""(claims) and ""photovoltaic"" (claims)",Utility,,,Yes,,TRUE,http://investors.sunpowercorp.com/index.cfm,,FALSE,TRUE,FALSE,,,,2010,
5,2010,2010,15 Dec 06,US 2010-0318297 A1,"Herzig; Michael; (New York, NY) ; Kerrigan; Shawn; (Stamford, CT)",Assignee information unavailable,Site Assessment,"12/777,224",702/3 ; 702/2 ,IRRADIANCE MAPPING LEVERAGING A DISTRIBUTED NETWORK OF SOLAR PHOTOVOLTAIC SYSTEMS ,9 May 06,Unknown,Unknown,Solar module connection technology,"New York, NY",NY,USA,"A computer processor implemented method of developing irradiance mapping using a distributed network of solar photovoltaic systems, the method comprising the steps of: selecting a predetermined geographic area having at least five solar photovoltaic systems to provide a photovoltaic system; calibrating the photovoltaic system; reversing the photovoltaic system performance model using a computer processor to solve the irradiance input value; calculating irradiance according to irradiance input value, energy output and weather data using the computer processor to provide a single irradiance point; and mapping at least two single irradiance points to create an irradiance map.",coputerized method of irradiance mapping for planning distributed solar network, ,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.html&r=778&f=G&l=50&d=PG01&s1=((solar.CLM.+OR+photovoltaic.CLM.)+AND+((((((((mapping.CLM.+OR+estimation.CLM.)+OR+obstruction.CLM.)+OR+potential.CLM.)+OR+site.CLM.)+OR+terrain.CLM.)+OR+access.CLM.)+OR+azimuth.CLM.)+OR+survey.CLM.))&p=16&OS=+((ACLM/solar+OR+ACLM/photovoltaic)+AND+((((((((ACLM/mapping+OR+ACLM/estimation)+OR+ACLM/obstruction)+OR+ACLM/potential)+OR+ACLM/site)+OR+ACLM/terrain)+OR+ACLM/access)+OR+ACLM/azimuth)+OR+ACLM/survey))&RS=((ACLM/solar+OR+ACLM/photovoltaic)+AND+((((((((ACLM/mapping+OR+ACLM/estimation)+OR+ACLM/obstruction)+OR+ACLM/potential)+OR+ACLM/site)+OR+ACLM/terrain)+OR+ACLM/access)+OR+ACLM/azimuth)+OR+ACLM/survey)),0,,no,11949035; 11673649,application search,((ACLM/solar OR ACLM/photovoltaic) AND ((((((((ACLM/mapping OR ACLM/estimation) OR ACLM/obstruction) OR ACLM/potential) OR ACLM/site) OR ACLM/terrain) OR ACLM/access) OR ACLM/azimuth) OR ACLM/survey),utility,no,((ACLM/solar OR ACLM/photovoltaic) AND ((((((((ACLM/mapping OR ACLM/estimation) OR ACLM/obstruction) OR ACLM/potential) OR ACLM/site) OR ACLM/terrain) OR ACLM/access) OR ACLM/azimuth) OR ACLM/survey),yes,TRUE,,,,,,,TRUE,,,,
97,2010,2010,25 Nov 10,US 2010/0294336 A1,"Eric C. Johnson, Alexander D. Zbrozek","SKYLINE SOLAR, INC.","Solar Mounting/Rack (Receiver, concentrator)","12/784,360",5/20/2010,CENTER TAPPED RECEIVER,20 May 10,Start-up,Privately owned,,"Mountain View, CA",USA,USA,"A variety of arrangements and methods relating to solar energy collectors and/or solar receivers are described. In one aspect of the invention, a solar receiver includes a photovoltaic cell and a conductive bar that is mounted on the photovoltaic cell. One or more protective covers are positioned over the conductive bar and the cell. Each of the protective covers includes a top and an opposing bottom surface and a side beveled surface. The top and bottom surfaces of the protective covers are substantially parallel to the face of the photovoltaic cell. The side beveled surface is positioned over the conductive bar and is arranged to reflect incoming sunlight towards a portion of the cell that is not covered by the conductive bar.",,Mounting apparatus for Solar receiver as part of solar pave generation system,http://appft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220100294336%22.PGNR.&OS=DN/20100294336&RS=DN/20100294336,0,0,,"[0001] This application claims priority benefit of U.S. Provisional Patent Application No. 61/180,694, filed May 22, 2009, which is incorporated herein by reference in its entirety for all purposes.",Application ,"""Mounting""(claims) and ""photovoltaic"" (claims)",Utility,,,Yes,,TRUE,,,FALSE,TRUE,FALSE,,,,2010,
101,2010,2010,25 Nov 10,US 2010/0294343 A1,"Jason Wexler, Jonathan Botkin, Matthew Culligan, Adam Detrick",SunPower Corporation,Solar Mounting/Rack ,"12/784,392",5/20/2010,HOLE-THRU-LAMINATE MOUNTING SUPPORTS FOR PHOTOVOLTAIC MODULES,20 May 10,Established ,Publicly Traded,Unknown,"Sunnyvale, Ca",USA,USA,"A mounting support for a photovoltaic module is described. The mounting support includes a pedestal having a surface adaptable to receive a flat side of a photovoltaic module laminate. A hole is disposed in the pedestal, the hole adaptable to receive a bolt or a pin used to couple the pedestal to the flat side of the photovoltaic module laminate.",Mounting system for PV arrays,,http://appft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220100294343%22.PGNR.&OS=DN/20100294343&RS=DN/20100294343,0,0,[0002] This invention was made with Government support under Contract No. DEFC36-07GO17043 awarded by the United States Department of Engery. The Government has certain rights in this invention.,"Provisional application No 61 179,991 filed on May 20 2009 ",Application ,"""Mounting""(claims) and ""photovoltaic"" (claims)",Utility,,,Yes,TRUE,,,,FALSE,TRUE,FALSE,,,,2010,
130,2010,2010,25 Nov 10,,"Guy Sella, Lior Handelsman, Vadim Shmukler, Meir Adest, Meir Gazit, Yoav Galin",,Solar Mounting/Rack (Junction box),"12/785,773",5/24/2010,ELECTRICALLY ISOLATED HEAT DISSIPATING JUNCTION BOX,24 May 10,,,,(Rishon-Lezion),Israel,Israel,"A junction box used for making electrical connections to a photovoltaic panel. The junction box has two chambers including a first chamber and a second chamber and a wall common to and separating both chambers. The wall may be adapted to have an electrical connection therethrough. The two lids are adapted to seal respectively the two chambers. The two lids are on opposite sides of the junction box relative to the photovoltaic panel. The two lids may be attachable using different sealing processes to a different level of hermeticity. The first chamber may be adapted to receive a circuit board. The junction box may include supports for mounting a printed circuit board in the first chamber. The second chamber is configured for electrical connection to the photovoltaic panel. A metal heat sink may be bonded inside the first chamber. The first chamber is adapted to receive a circuit board for electrical power conversion, and the metal heat sink is adapted to dissipate heat generated by the circuit board.",,Junction box for PV panels,http://appft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220100294528%22.PGNR.&OS=DN/20100294528&RS=DN/20100294528,0,0,,"[0001] This application claims benefit from U.S. patent application 61/180,455 filed May 22, 2009, the disclosure of which is incorporated herein by reference.",Application ,"""Mounting""(claims) and ""photovoltaic"" (claims)",Utility,,,Yes,,TRUE,,,FALSE,TRUE,FALSE,,,,2010,
131,2010,2010,25 Nov 10,US 2010/0294903 A1,"Vadim Shmukler, Lior Handelsman, Nir Armoni",,Solar Mounting/Rack (Junction box),"12/786,894",5/25/2010,Bracket for Connection of a Junction Box to Photovoltaic Panels,25 May 10,Individual,,,(Rishon-Lezion),Israel,Israel,"A device for attaching a junction box to a photovoltaic. The photovoltaic panel has a photovoltaic side and a non-photovoltaic side. The device includes a bracket with a first side attachable to the junction box and a second side attachable to the non-photovoltaic surface of the photovoltaic panel. A central fastener is attachable at one end to the bracket and a plate is adapted for connecting to the other end of the central fastener and for mounting on the photovoltaic side of the photovoltaic panel. One or more rotatable spacers, connectible to the central fastener, may be located on the non-photovoltaic side of the photovoltaic panel. One or more fixed spacers may be located on the non-photovoltaic side connectible to the bracket.",,Mounting device for PV junction boxes,http://appft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220100294903%22.PGNR.&OS=DN/20100294903&RS=DN/20100294903,0,0,,"[0001] This application claims benefit from U.S. patent application 61/180,912 filed May 25, 2009, the disclosure of which is incorporated herein by reference.",Application ,"""Mounting""(claims) and ""photovoltaic"" (claims)",Utility,,,Yes,,TRUE,,,FALSE,TRUE,FALSE,,,,2010,
170,2010,2010,2-Dec-10,US 2010/0301991 A1,"Guy Sella, Meir Adest, Meir Gazit, Lior Handelsman, Ilan Yoskovitch, Amir Fishelov, Yaron Binder, Yoav Galin",,Solar Monitoring; Solar Inverter,"12/788,066",5/26/2010,THEFT DETECTION AND PREVENTION IN A POWER GENERATION SYSTEM,26 May 10,,,Solar mounting solutions maker,"(Beit Aharon, IL)",,Israel,"A system for generation of electrical power including an inverter connected to a photovoltaic source including a theft prevention and detection feature. A first memory is permanently attached to the photovoltaic source. The first memory is configured to store a first code. A second memory is attached to the inverter. The second memory configured to store a second code. During manufacture or installation of the system, the first code is stored in the first memory attached to the photovoltaic source. The second code based on the first code is stored in the second memory. Prior to operation of the inverter, the first code is compared to the second code and based on the comparison; the generation of the electrical power is enabled or disabled.",,Inverter is part of apparatus to prevent theft of electrical power,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.html&r=260&f=G&l=50&d=PG01&s1=inverter.CLM.&s2=photovoltaic.CLM.&co1=AND&p=6&OS=ACLM/inverter+AND+ACLM/photovoltaic&RS=ACLM/inverter+AND+ACLM/photovoltaic,1,,,"[0001] The present application claims the benefit of U.S. patent application No. 61/180,940 filed May 26, 2009, the disclosure of which is incorporated by reference herein in its entirety.",Application Search, Inverter (claims) Photovoltaic (claims),Utility,,,Yes,,,,,TRUE,FALSE,TRUE,,TRUE,,2010,
257,2010,2011,13-Jan-11,US 2011/0006609 A1,"Thomas Loh, Frank Landwehr",KOSTAL INDUSTRIE ELEKTRIK GMBH,Solar Inverter; Solar Mounting/Rack,"12/788,441",5/27/2010,PHOTOVOLTAIC POWER SYSTEM,27-May-10,Established,Privately owned,,Ludenscheid,,Germany,A photovoltaic power system includes module strings each having photovoltaic modules connected in series. The power system further includes a generator terminal box having DC converters. The power system further includes a generator main connection line and an AC inverter. Each module string is electrically connected to a respective one of the DC converters for the module string to provide a DC voltage generated by the photovoltaic modules of the module string to the respective DC converter. The DC converters output a combined DC voltage based on the DC voltages from the module strings to the AC inverter via the generator main connection line for the AC inverter to transform the combined DC voltage into an AC voltage. The generator terminal box and the AC converter are spatially separate from one another.,,"Inverter is part of a PV system designed to be smaller, where converters are coupled to modules",http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.html&r=244&f=G&l=50&d=PG01&s1=inverter.CLM.&s2=photovoltaic.CLM.&co1=AND&p=5&OS=ACLM/inverter+AND+ACLM/photovoltaic&RS=ACLM/inverter+AND+ACLM/photovoltaic,0,,,"[0001] This application claims foreign priority benefits under 35 U.S.C. .sctn.119(a)-(d) to DE 10 2009 032 288.4, filed Jul. 9, 2009, which is hereby incorporated by reference in its entirety.",Application Search, Inverter (claims) Photovoltaic (claims),Utility,,,Yes,,,,,TRUE,TRUE,FALSE,,,,2010,
184,2010,2011,1 Dec 11,US 2011/0289750 A1,"Mikhail Kats, Gary D. Hering","Emcore Solar Power, Inc.",Solar Mounting/Rack; Solar Track,"12/791,580",6/1/2010, Methods and Devices for Assembling a Terrestrial Solar Tracking Photovoltaic Array ,1 Jun 10,Established,Publicly Traded,PV systems maker,"Albuquerque, NM",NM,USA,Methods and devices for assembling a terrestrial solar tracking photovoltaic array. The methods may include securing a torque tube to an alignment fixture by positioning a flange at an end of the torque tube over a shelf on the alignment fixture and positioning a section of the torque tube inward from the flange into a receptacle on the shelf of the alignment fixture. The method may include aligning and mounting a mount to the torque tube at a point along the torque tube inward from the end of the torque tube. The method may include aligning and mounting a solar cell module to the mount with the solar cell module including an array of lenses positioned over a set of corresponding receivers that include one or more III-V compound semiconductor solar cells. The method may include removing the torque tube from the alignment fixture after the solar cell module is mounted to the mount. The method may include aligning and mounting the torque tube to an end of a longitudinal support with the torque tube being coaxial with the longitudinal support and the solar cell module being able to rotate with the torque tube about a first axis that extends through the torque tube and the longitudinal support and a second axis perpendicular to the first axis.,,Method for assembling and installing tracking PV panel,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110289750%22.PGNR.&OS=DN/20110289750&RS=DN/20110289750,0,0,,"[0001] The present application is related to U.S. patent application Ser. No. 12/623,134 filed on Nov. 20, 2009. [0002] The present application is related to U.S. patent application Ser. No. 12/574,508 filed Oct. 6, 2009. [0003] The present application is related to U.S. patent application Ser. No. 12/478,567 filed Jun. 4, 2009. [0004] The present application is related to U.S. patent application Ser. No. 12/257,670 filed Oct. 24, 2008.",Application ,"""Mounting""(claims) and ""photovoltaic"" (claims)",Utility,,,Yes,,TRUE,,,FALSE,TRUE,FALSE,,,,2010,
