No. ,Year,Patent Issue Date,Patent Application Publication Date,Publication No.,Inventors,Assignee,Technology Areas,Patent #/ Application #,Classification Numbers,Patent Subject,Filing Date,Start up or established: less than 10 yrs old (start up),"Type of Firm ( publicly traded, privately owned, educational)",Firm's Services,Assignee-Firm HQ/ Inventor*,Assignee State,"Assignee's Country of Origin - (if no assignee, inventors' home in parentheses)",Abstract,Innovation of the search term/category,Innovation around the application of the search term/category,Link," Number of Citations Granted Patent (""referenced by others"")",Number of Citations on application,DOE-Funding,Cross-Reference: continuations; related applications,Found in Patent/Application Search,Initial Search term; only patents issued between 1/1/2005 and July 2012,Patent Type,Appeared in Google Search Google,PTO Search  Terms,Appeared in PTO Search,Category A - At the outset of the search is that items in this category were expected to emerge in the search results for the search terms,Category B- Search results for specifc terms actually relate to another part of the balance of systems. ,Firm Web site,NOTES,Solar Inverter,Solar Mounting/Rack,Solar Monitoring,Solar Site Assessment,SUBGROUP Inverter-Monitoring,Miscellaneous,Filing Year,Filing Date
102,2011,2-Aug-11,27-Dec-07,US 2007/0295393 A1,"Barry Cinnamon, Emanual Edward Levy","Andalay Solar, Inc.",Solar Mounting/Rack,7987641,52/173.3; 52/586.1,Mounting system for a solar panel,7-Sep-07,Established ,Publicly Traded,Integrated Solar PV maker ,"Saratoga, CA",CA,USA,"An integrated module frame and racking system for a solar panel is disclosed. The solar panel comprises a plurality of solar modules and a plurality of splices for coupling the plurality of solar modules together. The plurality of splices provide a way to make the connected modules mechanically rigid both during transport to the roof and after mounting for the lifetime of the system, provide wiring connections between modules, provide an electrical grounding path for the modules, provide a way to add modules to the panel, and provide a way to remove or change a defective module. Connector sockets are provided on the sides of the modules to simplify the electrical assembly of modules when the modules are connected together with splices.",Mounting system for PV modules that is integrated,,http://patft.uspto.gov/netacgi/nph-Parser?Sect2=PTO1&Sect2=HITOFF&p=1&u=/netahtml/PTO/search-bool.html&r=1&f=G&l=50&d=PALL&RefSrch=yes&Query=PN/7987641,10,7,,"This application is a divisional application and claims the benefit of priority to U.S. patent application Ser. No. 10/849,069, filed May 18, 2004, entitled ""Mounting System for a Solar Panel"", and is related to co-pending patent application filed concurrently on even-date herewith, entitled, ""Mounting System for a Solar Panel"" as Ser. No. 11/851,674, all of which is incorporated herein by reference.",Patent Search,"""Mounting"" (title) and ""Solar"" (Title)",Utility,,,Yes,TRUE,,,"Subsidiary of Akeena Solar, later acquired by Westinghouse Solar",FALSE,TRUE,FALSE,,,,2007,07/09/2007
113,2011,2-Aug-11,3-Jun-10,US 2010/0138061 A1,"Reigh Allen Walling, Mark Edward Cardinal, Robert William Delmerico, Nicholas Wright Miller",General Electric Company,Solar Inverter; Solar Monitoring,7990743,363/71; 323/207; 323/906,System and method for decreasing solar collector system losses ,20-Oct-09,Established ,Publicly Traded,"Energy, technology infrastructure, capital finance, and consumer & industrial conglomerate","Schenectady, NY",NY,USA,A solar farm system is provided that is configured for reducing electrical loss. The solar farm system includes a plurality of PV arrays coupled to inverters and a collector system including a conductor or network of conductors. The collector system also includes a plurality of transformers with one or more transformers connected between the inverters and the conductors. The solar farm also includes a substation transformer connecting the solar farm collector system to the electrical grid. The solar farm includes a control system configured to determine at least one operating parameter for the solar farm system to reduce electrical loss and to regulate the collector system and the plurality of inverters based at least in part on the at least one operating parameter.,,inverter arrangements are part of overall system to reduce PV power losses,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=50&f=G&l=50&co1=AND&d=PTXT&s1=%28inverter.CLTX.+or+inverter.DCTX.%29&s2=%28photovoltaic.CLTX.+or+photovoltaic.DCTX.%29&OS=ACLM/inverter+AND+ACLM,0,1,,,Patent Search,Inverter (claims) Photovoltaic (claims),Utility,,,Yes,,TRUE,,,TRUE,FALSE,TRUE,,TRUE,,2009,20/10/2009
48,2011,22 Aug 07,09-Apr-04,US 2008-0084117 A1,"Sander; Wendell B. (Los Gatos, CA), Warren; Daniel A. (San Jose, CA), Leiba; Aaron (San Francisco, CA)",Apple Inc.,Solar Monitoring,8004113,307/46,Methods and apparatuses for operating devices with solar power ,5 Oct 02,Established ,Publicly Traded,"hardware, software manufacture","Cupertino, CA",CA,USA,"Solar power tracking techniques are described herein. In one aspect of the invention, a solar power tracking apparatus includes, but is not limited to, a voltage converter and a controller coupled to the voltage converter. The voltage converter includes an input capable of being coupled to a solar power source and an output capable of being coupled to an electronic load, such as, for example, a portable electronic device. The voltage converter is configured to monitor or detect an amount of power drawn by the electronic load at the output of the voltage converter. In response to the monitored power drawn, the controller is configured to control the voltage converter to reduce amount of power to be drawn subsequently if the monitored amount of power exceeds a predetermined threshold. As a result, the output voltage from the solar power source is maintained within a predetermined range. Other methods and apparatuses are also described.",voltage converter and monitor,,http://patft.uspto.gov/netacgi/nph-Parser?Sect2=PTO1&Sect2=HITOFF&p=1&u=/netahtml/PTO/search-bool.html&r=1&f=G&l=50&d=PALL&RefSrch=yes&Query=PN/8004113,0,8,no,,patent search,(ACLM/solar AND (ACLM/monitor OR ACLM/monitoring)) OR (ACLM/photovoltaic AND (ACLM/monitor OR ACLM/monitoring)),utility,yes,(ACLM/solar AND (ACLM/monitor OR ACLM/monitoring)) OR (ACLM/photovoltaic AND (ACLM/monitor OR ACLM/monitoring)),yes,TRUE,,,,,,TRUE,,,,,05/10/2002
100,2011,23-Apr-11,24-Mar-11,US 2011/0067745 A1,"Anatoli Ledenev, Robert M. Porter","AMPT, LLC",Solar Inverter; Solar Monitoring,8004116,307/80,Highly efficient solar power systems,29-Nov-10,Start-up,Privately owned,Solar Power tracking and communications; ,"Fort Collins, CO",CO,USA,"Different systems to achieve solar power conversion are provided in at least three different general aspects, with circuitry that can be used to harvest maximum power from a solar source (1) or strings of panels (11) for DC or AC use, perhaps for transfer to a power grid (10) three aspects can exist perhaps independently and relate to: 1) electrical power conversion in a multimodal manner, 2) alternating between differing processes such as by an alternative mode photovoltaic power converter functionality control (27), and 3) systems that can achieve efficiencies in conversion that are extraordinarily high compared to traditional through substantially power isomorphic photovoltaic DC-DC power conversion capability that can achieve 99.2% efficiency or even only wire transmission losses. Switch mode impedance conversion circuits may have pairs of photovoltaic power series switch elements (24) and pairs of photovoltaic power shunt switch elements (25).",,Application of Inverter in Solar array,http://patft.uspto.gov/netacgi/nph-Parser?Sect2=PTO1&Sect2=HITOFF&p=1&u=/netahtml/PTO/search-bool.html&r=1&f=G&l=50&d=PALL&RefSrch=yes&Query=PN/8004116,5,1,,,Patent Search,Inverter (claims) Photovoltaic (claims),Utility,,,,TRUE,,http://www.ampt.com/,,TRUE,FALSE,TRUE,,TRUE,,2010,29/11/2010
133,2011,23-Aug-11,16-Jun-11,US 2011/0140536 A1," Meir Adest, Lior Handelsman, Yoav Galin, Amir Fishelov, Guy Sella","Solaredge, Ltd.",Solar Inverter; Solar Monitoring,8004117,307/80,Current bypass for distributed power harvesting systems using DC power sources ,24-Feb-11,Start-up,Privately owned,Integrated micro-inverter manufacturer,Herzelia,,Israel,"A converter circuit providing multiple current bypass routes between the output leads to provide reliability in a series connection of several converters. If the converter malfunctions due to component failure, the current bypass routes provide a path for the current that views the malfunctioning converter as substantially a short. Diodes prevent backflow into the power source connected to the converter. Redundancy is provided in the bypass portions of the converter circuit that provides alternate parallel paths in case a defective component in one of the paths opens the circuit along that path. In one example, the converter is implemented as a buck plus boost converter where either the buck or the boost portion or both are operative responsive to a controller controlling the switches of both portions. Most of the converter circuit may be implemented in an integrated circuit.",Invert contains a bypass circuit to improve reliability in case of a malfunction or PV failure. ,,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=48&f=G&l=50&co1=AND&d=PTXT&s1=%28inverter.CLTX.+or+inverter.DCTX.%29&s2=%28photovoltaic.CLTX.+or+photovoltaic.DCTX.%29&OS=ACLM/inverter+AND+ACLM,0,0,,"11950224 Dec., 2007 7900361",Patent Search,Inverter (claims) Photovoltaic (claims),,,,Yes,TRUE,,,,TRUE,FALSE,TRUE,,TRUE,,2011,24/02/2011
49,2011,22 Aug 07,1 Dec 06,US 2010/0301797 A1 ,Aaron Schultz,Miasole,Solar Monitoring,8004232,320/101,Method of Battery Charging and Power Control in Conjunction with Maximum Power Point Tracking,26 May 05,Established,Privately Owned,Solar Lights,"San Jose, CA",CA,USA," A method of providing power includes providing no power to an output device if the output device cannot or should not use power. If the output device can use power, power is provided to the output device from an input source. If power available at the input source would not overload the output device, power is provided to the output device from the input source according to a maximum power point tracking algorithm. If power available at the input source would overload the output device, power is provided to the output device from the input source according to a target power. ",Power optimization,,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.html&r=585&p=12&f=G&l=50&d=PG01&S1=%28%28solar.CLM.+AND+%28monitor.CLM.+OR+monitoring.CLM.%29%29+OR+%28photovoltaic.CLM.+AND+%28monitor.CLM.+OR+monitoring.CLM.%29%29%29&OS=+%28aclm/solar+and+%28aclm/monitor+or+aclm/monitoring%29%29+or+%28aclm/photovoltaic+and+%28aclm/monitor+or+aclm/monitoring%29%29&RS=%28%28ACLM/solar+AND+%28ACLM/monitor+OR+ACLM/monitoring%29%29+OR+%28ACLM/photovoltaic+AND+%28ACLM/monitor+OR+ACLM/monitoring%29%29%29,,5,,,Patent Search,(ACLM/solar AND (ACLM/monitor OR ACLM/monitoring)) OR (ACLM/photovoltaic AND (ACLM/monitor OR ACLM/monitoring)),Utility,,(ACLM/solar AND (ACLM/monitor OR ACLM/monitoring)) OR (ACLM/photovoltaic AND (ACLM/monitor OR ACLM/monitoring)),Yes,TRUE,,,,,,TRUE,,,,,26/05/2005
46,2011,5 Sep 07,25-Jun-04,US 2008-0150366 A1,"Adest; Meir (Raanana, IL), Handelsman; Lior (Givataim, IL), Galin; Yoav (Raanana, IL), Fishelov; Amir (Tel Aviv, IL), Sella; Guy (Bitan Aharon, IL)","SolarEdge, Ltd.",Solar Inverter,8013472,307/77,Method for distributed power harvesting using DC power sources ,3 Dec 03,start up,privately owned,,"Herzelia, IL",IL,USA,"A system and method for combining power from DC power sources. Each power source is coupled to a converter. Each converter converts input power to output power by monitoring and maintaining the input power at a maximum power point. Substantially all input power is converted to the output power, and the controlling is performed by allowing output voltage of the converter to vary. The converters are coupled in series. An inverter is connected in parallel with the series connection of the converters and inverts a DC input to the inverter from the converters into an AC output. The inverter maintains the voltage at the inverter input at a desirable voltage by varying the amount of the series current drawn from the converters. The series current and the output power of the converters, determine the output voltage at each converter.", ,inverter with monitoring,http://portal.uspto.gov/external/portal/!ut/p/c5/04_SB8K8xLLM9MSSzPy8xBz9CP0os3hff1NDc1NLYwN3SzcDA08PwyD_YF8zINcYKB-JW97AiCLdBgR0h4Nci992vPIGEHkDHMDRQN_PIz83VT9SP8ocpylGZvqROanpicmV-gW5oREGmQEZgY6KigBnIW_S/dl3/d3/L0lJSklna21DU1EhIS9JRGpBQU15QUJFUkNKRXFnLzRGR2dzbzBWdnphOUlBOW9JQSEhLzdfTU81MTc1OTMwRzlGMDBJSDFST1NNNjMwMjYvU0ZoMF8zNTQwMDAyNC9zYS5nZXRCaWI!/,2,116,no,60868851; 60868893; 60868962; 60908095; 60916815,patent search,(ACLM/solar AND (ACLM/monitor OR ACLM/monitoring)) OR (ACLM/photovoltaic AND (ACLM/monitor OR ACLM/monitoring)),utility,yes,(ACLM/solar AND (ACLM/monitor OR ACLM/monitoring)) OR (ACLM/photovoltaic AND (ACLM/monitor OR ACLM/monitoring)),yes,,TRUE,,inverter,TRUE,,TRUE,,,,,03/12/2003
45,2011,5 Sep 07,28-Nov-03,US 2007-0273351 A1,"Matan; Stefan (Navato, CA)","XSLENT Energy Technologies, LLC",Solar Monitoring,8013583,323/282 ; 323/271; 363/15,Dynamic switch power converter,25 Sep 04,start up,privately owned,Solar rack maker,"Novato, CA",CA,USA,"The present invention provides a dynamic switch power conversion circuit to improve the efficiency of a solar cell array, and specifically to operate the solar cell array under various sunlight intensities, especially under low light conditions. In an embodiment of the invention, the dynamic switch power conversion circuit comprises: a processor to continuously monitor the power output of a solar panel under varying sunlight conditions, and a switching converter circuit comprising a plurality of circuit operations for different optimum power conversion. The processor gathers the output power from the solar panel and then uses predetermined power curves related to maximum generated power versus sunlight conditions of that particular solar panel to switch the switching converter circuit to a circuit operation particular suited to that sunlight condition to achieve the maximum power generated from the solar panel.", ,power switch with monitoring,http://portal.uspto.gov/external/portal/!ut/p/c5/04_SB8K8xLLM9MSSzPy8xBz9CP0os3hff1NDc1NLYwN3SzcDA08PwyD_YF8zINcYKB-JW97AiCLdBgR0h4Nci992vPIGEHkDHMDRQN_PIz83VT9SP8ocpylGZvqROanpicmV-gW5oREGmQEZgY6KigBnIW_S/dl3/d3/L0lJSklna21DU1EhIS9JRGpBQU15QUJFUkNKRXFnLzRGR2dzbzBWdnphOUlBOW9JQSEhLzdfTU81MTc1OTMwRzlGMDBJSDFST1NNNjMwMjYvYUZoMF8zNTQwMDAxNi9zYS5nZXRCaWI!/,0,22,no,"10884127, 60720403",patent search,(ACLM/solar AND (ACLM/monitor OR ACLM/monitoring)) OR (ACLM/photovoltaic AND (ACLM/monitor OR ACLM/monitoring)),utility,yes,(ACLM/solar AND (ACLM/monitor OR ACLM/monitoring)) OR (ACLM/photovoltaic AND (ACLM/monitor OR ACLM/monitoring)),yes,TRUE,,,power switching,,,TRUE,,,,,25/09/2004
110,2011,13-Sep-11,14-May-09,US 2009/0121549 A1,John Andrew Leonard,General Electric Company,Solar Inverter,8018748,363/95,Method and system to convert direct current (DC) to alternating current (AC) using a photovoltaic inverter ,14-Nov-07,Established ,Publicly Traded,"Energy, technology infrastructure, capital finance, and consumer & industrial conglomerate","Niskayuna, NY",NY,USA,"A method to convert direct current (DC) power generated by a photovoltaic (PV) arrays to alternating current (AC) power using a PV inverter, the method includes: applying the DC power generated the PV array to the PV inverter; boosting the DC power from the PV array from a predetermined voltage level to a predetermine DC link voltage, wherein the PV array is regulated by the boosting to output a voltage at the predetermined voltage level; converting the boosted DC power to AC power, and disabling the boost of the power generated by the PV array after the array has a predetermined voltage level at least as great as the DC link voltage.",Inverter includes power booster to manage voltage for maximum efficiency in power conversion,,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=45&f=G&l=50&co1=AND&d=PTXT&s1=%28inverter.CLTX.+or+inverter.DCTX.%29&s2=%28photovoltaic.CLTX.+or+photovoltaic.DCTX.%29&OS=ACLM/inverter+AND+ACLM,1,3,,,Patent Search,Inverter (claims) Photovoltaic (claims),,,,Yes,TRUE,,,,TRUE,FALSE,FALSE,,,,2007,14/11/2007
6,2011,13 Sep 11,9 Dec 10,US 2010-0310116 A1,"Sasakawa; Tadashi (Tokyo, JP)",Pasco Corporation,Site Assessment,8019117,382/100 ; 382/113; 382/154,Method and apparatus for evaluating solar radiation amount ,9-Jun-09,Established,Publicly Traded,DC power systems supplier,"Tokyo, JP",,JP,"Disclosed is a method and apparatus for evaluating a solar radiation amount that can realize higher accuracy by virtue of consideration of terrain conditions. Static satellite image data 1 and three-dimensional map model 2 are combined, and a mesh 3 based on plane coordinates is set in accordance with a ground resolution of the static satellite image data 1. A shadow area 4 is calculated based on the three-dimensional map model 2 and a solar position specified by photographing chronological data, and whether or not each cell 8 of the mesh 3 belongs to the shadow area 4 is determined. Also, a solar radiation evaluation component 6 of each cell 8 in an area to be evaluated is obtained with reference to a table 7 associating a pixel value 5 of each pixel in the static satellite image data 1 with the solar radiation evaluation component 6 in an area corresponding to each pixel. In addition, when the cell 8 is determined to belong to the shadow area 4, an evaluation component after terrain condition correction calculated by applying a predetermined correction calculation to the solar radiation evaluation component 6 is obtained.",evaluates amount of solar radiation in a location, ,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=231&f=G&l=50&d=PTXT&s1=(((solar.CLTX.+or+solar.DCTX.)+OR+(photovoltaic.CLTX.+or+photovoltaic.DCTX.))+AND+(((((((((mapping.CLTX.+or+mapping.DCTX.)+OR+(estimation.CLTX.+or+estimation.DCTX.))+OR+(obstruction.CLTX.+or+obstruction.DCTX.))+OR+(potential.CLTX.+or+potential.DCTX.))+OR+(site.CLTX.+or+site.DCTX.))+OR+(terrain.CLTX.+or+terrain.DCTX.))+OR+(access.CLTX.+or+access.DCTX.))+OR+(azimuth.CLTX.+or+azimuth.DCTX.))+OR+(survey.CLTX.+or+survey.DCTX.)))&p=5&OS=+((ACLM/solar+OR+ACLM/photovoltaic)+AND+((((((((ACLM/mapping+OR+ACLM/estimation)+OR+ACLM/obstruction)+OR+ACLM/potential)+OR+ACLM/site)+OR+ACLM/terrain)+OR+ACLM/access)+OR+ACLM/azimuth)+OR+ACLM/survey))&RS=((ACLM/solar+OR+ACLM/photovoltaic)+AND+((((((((ACLM/mapping+OR+ACLM/estimation)+OR+ACLM/obstruction)+OR+ACLM/potential)+OR+ACLM/site)+OR+ACLM/terrain)+OR+ACLM/access)+OR+ACLM/azimuth)+OR+ACLM/survey)),0,5,no,,patent search,((ACLM/solar OR ACLM/photovoltaic) AND ((((((((ACLM/mapping OR ACLM/estimation) OR ACLM/obstruction) OR ACLM/potential) OR ACLM/site) OR ACLM/terrain) OR ACLM/access) OR ACLM/azimuth) OR ACLM/survey),utility,yes,((ACLM/solar OR ACLM/photovoltaic) AND ((((((((ACLM/mapping OR ACLM/estimation) OR ACLM/obstruction) OR ACLM/potential) OR ACLM/site) OR ACLM/terrain) OR ACLM/access) OR ACLM/azimuth) OR ACLM/survey),yes,TRUE,,http://www.pasco.co.jp/eng/,,,,,TRUE,,,,09/06/2009
